,"Assignment ID","Submit Time","WorkerId","HITId","Prolific ID","Trial order","Selection 1","Selection 2","Selection 3","Selection 4","Selection 5","Selection 6","Selection 7","Selection 8","Selection 9","Selection 10","Selection 11","Selection 12","Selection 13","Selection 14","Selection 15","Selection 16","Selection 17","Selection 18","Selection 19","Selection 20","Selection 21","Selection 22","Selection 23","Selection 24","Selection 25","Selection 26","Selection 27","Selection 28","Selection 29","Accurate 1","Accurate 2","Accurate 3","Accurate 4","Accurate 5","Accurate 6","Accurate 7","Accurate 8","Accurate 9","Accurate 10","Accurate 11","Accurate 12","Accurate 13","Accurate 14","Accurate 15","Accurate 16","Accurate 17","Accurate 18","Accurate 19","Accurate 20","Accurate 21","Accurate 22","Accurate 23","Accurate 24","Accurate 25","Accurate 26","Accurate 27","Accurate 28","Accurate 29","Rt 1","Rt 2","Rt 3","Rt 4","Rt 5","Rt 6","Rt 7","Rt 8","Rt 9","Rt 10","Rt 11","Rt 12","Rt 13","Rt 14","Rt 15","Rt 16","Rt 17","Rt 18","Rt 19","Rt 20","Rt 21","Rt 22","Rt 23","Rt 24","Rt 25","Rt 26","Rt 27","Rt 28","Rt 29","ClickedX 1","ClickedX 2","ClickedX 3","ClickedX 4","ClickedX 5","ClickedX 6","ClickedX 7","ClickedX 8","ClickedX 9","ClickedX 10","ClickedX 11","ClickedX 12","ClickedX 13","ClickedX 14","ClickedX 15","ClickedX 16","ClickedX 17","ClickedX 18","ClickedX 19","ClickedX 20","ClickedX 21","ClickedX 22","ClickedX 23","ClickedX 24","ClickedX 25","ClickedX 26","ClickedX 27","ClickedX 28","ClickedX 29","ClickedY 1","ClickedY 2","ClickedY 3","ClickedY 4","ClickedY 5","ClickedY 6","ClickedY 7","ClickedY 8","ClickedY 9","ClickedY 10","ClickedY 11","ClickedY 12","ClickedY 13","ClickedY 14","ClickedY 15","ClickedY 16","ClickedY 17","ClickedY 18","ClickedY 19","ClickedY 20","ClickedY 21","ClickedY 22","ClickedY 23","ClickedY 24","ClickedY 25","ClickedY 26","ClickedY 27","ClickedY 28","ClickedY 29"
11,OKWRGOQQCRMRQE95BM2EE,2025-10-16T13:11:34+00:00,,,5e457cbe2e142805fd806215,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,2,N/A,1,1,2,3,1,2,3,3,3,1,3,4,2,1,3,4,1,1,2,2,1,N/A,true,true,true,true,N/A,false,N/A,true,true,true,true,false,true,true,true,false,true,true,true,false,true,false,true,false,false,true,false,false,N/A,7210,8191,4340,5743,N/A,13949,N/A,2163,9342,9371,8759,10103,9595,8391,4404,5837,5597,5751,6711,11893,8829,6968,11436,6364,6815,4972,11455,6550,N/A,55.64,55.64,55.64,37.27,N/A,40.18,N/A,51.73,12.45,36.36,57.45,13.64,36.91,60.91,61.09,60.91,15.27,60.18,82.27,36.36,14.18,59.27,85.82,9.18,13.18,34.09,34.09,13.73,N/A,82.55,81.42,81.42,71.08,N/A,73.02,N/A,83.84,65.43,69.63,74.47,67.69,69.31,67.21,75.12,69.79,75.61,73.02,70.11,70.6,67.37,72.37,69.63,77.22,71.24,73.34,74.15,71.89,N/A
12,L7L3I9W5828FEGOEZ6P0UM,2025-10-16T13:12:36+00:00,,,66318eecf4b2dd2836d910d8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,4,N/A,1,1,1,3,1,2,3,3,3,1,3,4,2,2,1,1,3,4,2,2,1,N/A,true,true,true,true,N/A,true,N/A,true,true,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,false,false,N/A,10331,9649,4558,8777,N/A,9122,N/A,5900,5663,7217,5056,12911,5002,8297,4194,3648,3082,3542,5405,7489,9369,9595,17988,17498,11571,2376,15272,10519,N/A,48.91,48.91,47.64,37.64,N/A,84.27,N/A,46.45,11.45,11.91,62.36,12.27,37.18,61.27,59,61.18,13.45,60.64,87.45,35.91,35.91,12,12.73,60.27,85.82,35.91,37.82,13.18,N/A,80.45,80.45,85.78,74.47,N/A,73.18,N/A,81.42,71.73,68.66,71.73,69.63,67.04,70.27,65.43,66.88,73.67,65.91,68.5,64.78,75.28,65.43,70.44,70.76,73.02,67.21,68.5,69.14,N/A
13,T3UUAVZS32RTABBZMW64,2025-10-16T13:10:44+00:00,,,654650713282e9e8d26d0b86,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,3,N/A,1,1,1,3,1,2,3,3,1,1,3,4,1,2,3,3,3,4,2,4,1,N/A,true,true,true,true,N/A,false,N/A,true,true,false,true,false,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,false,N/A,11083,4410,3989,6220,N/A,4329,N/A,2731,2722,6399,2799,4158,5236,1524,2452,2134,1504,2004,2237,2283,4665,2541,1853,3444,1940,1648,3141,2291,N/A,51.73,51.91,64.18,39.36,N/A,67.09,N/A,45.36,15.64,15.82,62.91,16,31.91,61.09,61.73,17.18,17.18,60.73,85.09,8.45,40.82,60,60,62.09,89.45,42.45,86.91,19,N/A,80.61,81.58,88.21,71.08,N/A,79.48,N/A,83.36,63.33,67.53,72.7,64.46,69.47,76.9,76.74,74.64,74.47,65.11,68.66,71.57,71.24,74.96,74.96,69.31,69.95,72.54,68.01,67.37,N/A
14,KBYPK6KB7SNGTEUXFUYS,,,,5ff591cba89e1b000bfb9852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C2XT31WVMECRO5VHU5F9T,2025-10-16T13:11:16+00:00,,,614dd304ed948bbfe8c22215,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,4,N/A,1,3,2,3,1,4,4,2,3,1,3,4,3,2,3,4,3,4,2,4,2,N/A,true,true,true,true,N/A,true,N/A,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,true,true,true,true,true,true,N/A,6493,3250,2209,5813,N/A,4716,N/A,9237,6169,5744,2529,4043,9781,4624,3240,3375,1894,2982,2138,6639,2834,2081,3232,1897,2501,2338,2307,3507,N/A,42.73,42.45,43.82,39.09,N/A,87.64,N/A,49.45,59.73,37.55,60.82,12.82,81.55,81.91,33.55,58.91,6.55,57.91,84.45,57.45,39.73,61.73,85.82,59.82,88.45,35.36,84.45,30.45,N/A,84.01,80.78,83.52,70.6,N/A,73.18,N/A,81.42,71.41,75.44,74.47,81.1,72.54,71.41,69.31,67.21,76.58,73.83,63.33,71.08,74.47,70.27,66.4,71.89,66.72,72.54,65.59,73.02,N/A
16,C91RE7PFY7LV41WJ2053FR,2025-10-16T13:12:17+00:00,,,5dddb4071e70dad3885f1601,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,4,N/A,1,1,2,3,2,3,3,3,3,1,2,4,2,1,3,3,3,1,2,2,1,N/A,true,true,true,true,N/A,true,N/A,true,true,true,true,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,false,false,N/A,6909,3108,1625,5427,N/A,9541,N/A,2506,3747,10362,3363,3763,6200,6176,3553,5524,4564,9147,6123,15231,4212,7137,7233,12261,8232,5136,3882,9065,N/A,52.36,52.36,52.36,37.91,N/A,86.82,N/A,52.36,11.45,35.45,61.45,37.91,60.45,60.45,60.45,58.91,10.55,38.55,84.64,34.64,13.36,61.64,61.64,61.64,15.18,36.82,34.36,12.55,N/A,81.58,81.58,81.58,74.47,N/A,69.47,N/A,79.97,68.01,70.92,72.54,72.7,75.44,75.77,75.77,73.51,72.21,72.54,76.58,75.28,75.44,77.06,77.06,77.22,68.01,71.57,70.92,74.15,N/A
17,QN18OE1LVZKBC9DAH1ZFH7,2025-10-16T13:36:53+00:00,,,5e0857276aab7c17f7e21662,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,3,N/A,1,1,2,3,1,2,4,3,3,1,3,4,3,4,3,3,3,1,2,4,1,N/A,true,true,true,true,N/A,false,N/A,true,true,true,true,false,true,false,true,false,true,true,true,false,false,false,false,true,false,true,true,false,N/A,133971,5156,1403,4727,N/A,27450,N/A,1516,4174,5612,2783,6550,5406,4086,3474,1779,1953,3635,1994,2706,2434,3233,3620,2273,4871,1760,2986,5779,N/A,54.73,53.55,53.55,41.64,N/A,58,N/A,55.27,15.18,34.09,60.45,10.45,38.27,91.18,62.55,62.55,14.91,61.64,86,64.18,82.18,63,63,60.73,13.45,34.27,83.64,12.91,N/A,83.84,82.23,82.23,72.21,N/A,73.67,N/A,80.29,75.44,72.7,76.58,75.28,72.7,68.82,69.79,69.79,73.83,73.83,70.92,74.8,74.8,74.15,74.15,77.06,78.35,75.77,70.27,71.57,N/A
18,BRONQEHM1LDG6J98JXJCHU,2025-10-16T13:14:20+00:00,,,6883bf2f3788be74299ad124,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,3,N/A,1,1,2,3,2,3,3,3,1,1,2,4,2,1,4,3,1,3,2,2,1,N/A,true,true,true,true,N/A,false,N/A,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,false,false,false,true,false,false,N/A,27089,5295,1175,6375,N/A,11269,N/A,3863,4647,12383,4047,5895,7143,10007,3511,67047,6295,5039,3927,4479,24802,3554,6959,8735,8911,3455,6031,5455,N/A,42.45,41.64,41.64,37.09,N/A,60.36,N/A,53.82,15.09,36.64,59.73,36.27,64.82,61.27,61.55,11.91,16.55,37.55,84.09,35.45,13.09,82.55,62.45,16.64,61,33.09,36.82,17.09,N/A,79.81,82.23,82.23,69.63,N/A,79.48,N/A,80.45,73.51,70.76,74.8,75.28,77.71,77.71,73.02,69.79,79.32,77.06,73.18,71.08,67.69,73.18,78.51,77.06,72.21,75.28,72.54,75.44,N/A
19,H7N9A2HGXOUNULY17QPVR,2025-10-16T13:14:54+00:00,,,62e0532289a4e5d9fedadde1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,2,N/A,1,1,2,3,2,1,3,3,3,1,3,4,4,2,1,1,4,3,2,1,1,N/A,true,true,true,true,N/A,false,N/A,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,false,false,false,true,false,false,N/A,9754,25020,6642,7268,N/A,5291,N/A,2232,5351,17900,15134,5909,19547,7212,2791,4836,7088,3321,5415,7545,6762,8504,17232,11192,3066,3540,9704,3929,N/A,48.82,52,58.27,35.64,N/A,41.82,N/A,54.36,14.36,37.45,64.09,39,8.18,57.91,57.91,57.91,17.27,63.82,83.45,85.45,40.27,17.55,12.55,86.64,60.09,33,15,17.27,N/A,79.32,80.45,81.42,73.67,N/A,63.17,N/A,83.04,71.24,72.86,61.39,67.69,68.5,81.58,81.58,81.58,74.15,67.85,70.6,59.94,71.08,78.68,71.41,69.63,67.69,65.43,67.69,68.98,N/A
20,AIBM2UKHAMRLRS1X02OU4N,2025-10-16T13:20:42+00:00,,,63ed0065eb23ac3ee1726453,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,2,N/A,1,3,2,3,2,2,3,3,3,3,3,3,1,3,3,1,2,1,2,4,2,N/A,true,true,true,true,N/A,false,N/A,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,false,false,true,true,true,N/A,15651,8218,3626,10753,N/A,13408,N/A,17156,9740,14150,9275,11984,9412,8863,10588,6983,9369,16852,17951,16752,11447,10154,14511,10496,22682,11303,15128,11928,N/A,43.73,49.09,54.55,38.82,N/A,39.36,N/A,51.18,62.36,39.45,58.64,41.27,38.91,57.91,59.45,58.82,60.09,63.36,54.91,15.36,62.73,60.55,13.18,30.91,15.36,30.64,89.55,41.36,N/A,80.94,81.58,81.74,79,N/A,78.03,N/A,79.97,67.21,63.17,64.78,66.07,63.33,61.23,66.72,60.9,57.84,58,62.84,79.48,74.47,68.66,75.93,57.84,75.12,65.27,64.14,70.27,N/A
21,0FKXSC0RI3V8FZFGKPB4Z8J,2025-10-16T13:17:15+00:00,,,67266c0ecff4ab3acc3b5a54,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,4,N/A,1,3,1,1,2,3,3,3,3,1,3,4,4,3,3,1,2,4,2,2,3,N/A,true,true,true,true,N/A,true,N/A,true,false,false,false,true,false,true,true,false,true,true,true,true,false,false,false,false,true,true,false,false,N/A,11862,1247,4725,2006,N/A,886,N/A,1294,4326,7467,3142,2005,3831,4371,1261,1109,2511,2514,1821,4629,3821,5108,7164,1671,4883,2205,2317,5175,N/A,48.18,48.36,39.91,36.91,N/A,85.36,N/A,48.36,59.82,11.45,11.55,36.55,60.73,58,59.09,57.73,14.18,57.73,84.64,87.45,60.73,59.18,15.36,38.09,88.18,36,35.64,60.27,N/A,72.21,72.21,85.14,72.05,N/A,69.63,N/A,81.1,73.83,75.93,68.34,75.44,68.66,70.92,70.6,69.63,72.7,65.43,63,65.59,70.6,74.15,74.15,72.21,68.01,74.47,76.09,68.34,N/A
22,AWU840YH6K9ARJJJYUM2MR,2025-10-16T13:22:37+00:00,,,62e2f0f23427f0ab91180313,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",1,1,1,2,N/A,3,N/A,1,1,1,3,1,2,3,3,1,4,3,4,4,2,1,3,3,3,2,4,1,N/A,true,true,true,true,N/A,false,N/A,true,true,false,true,false,true,true,true,true,false,true,true,true,false,true,false,true,false,true,true,false,N/A,10663,9706,4853,6005,N/A,4145,N/A,850,5059,6473,3819,4513,4069,3633,2910,2848,6418,3479,4800,4747,4032,5143,4433,5881,5897,2336,7242,2894,N/A,49.27,50.91,47.82,35.45,N/A,63.36,N/A,12.09,12.27,13.64,62.64,14,38.36,61.64,61.09,14.82,85.36,61.91,84.64,87,36.73,14.73,62.36,58,64.64,36.36,86.55,13.45,N/A,83.36,78.51,81.26,61.23,N/A,74.64,N/A,74.64,77.71,76.09,66.24,73.02,74.96,76.58,68.98,73.51,75.44,73.83,76.58,71.89,71.73,78.03,76.58,78.51,74.8,68.66,76.09,76.58,N/A
23,101KMRZ2VZHMEKYMBLXGZ,,,,5e4044797946592823cbec2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
